restaurantName,address,city,postalCode,country,priceRange,cuisineType,description,facilitiesServices,creditCards,phoneNumber,website,region,lat,lon
Vescovo Moro,via Pontida 3,Verona,37123,Italy,€€€,ItalianContemporary,"Situated 50 metres from the basilica of San Zeno (the patron saint of Verona), this restaurant housed in a renovated workshop boasts plenty of outdoor space for summer dining. Here, enjoy eclectic cuisine with an equal balance of Mediterranean and traditional flavours, including an excellent array of raw fish dishes and a small selection of Italian caviar.","['Air conditioning', 'Restaurant offering vegetarian menus', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 045 803 5084,https://www.vescovomoro.it/,Veneto,45.4379175,10.9938661
Casa Federici,via Pellegrino Federici,Montoro,83025,Italy,€€€,"Contemporary,Campanian","The area around Montoro, famous for itscipolla ramata(copper onion), is now also home to a gourmet restaurant thanks to young chef Francesco Cerrato, whose cuisine is inspired by locally sourced ingredients from this inland region as well as fish and seafood from the coast. The menu also features creative, carefully prepared dishes served by the attentive young staff. Minimalist-style ambience.",['Air conditioning'],"['Maestrocard', 'Mastercard', 'Visa']",+39 0825 457211,http://www.casafederici.com,Campania,40.8218122,14.7597652
Casa Sgarra,lungomare C. Colombo 114,Trani,76125,Italy,€€€,"Apulian,Creative","Three brothers (two front of house and one in the kitchen) offer a friendly welcome at this modern, elegant restaurant on the seafront at Trani, just a 20min walk from the town’s picturesque port. Although the menu also features dishes from other parts of Italy (especially Piedmont), on the whole the cuisine here is typical of Puglia, featuring local ingredients such a broad beans, almonds from Toritto, burrata and ricotta cheese, truffles and black chickpeas from Murgia, “grano arso” flour and, of course, the region’s excellent olive oils. The friendly, welcoming feel of the restaurant is summed up in the slogan that the three brothers have chosen for their restaurant – “a family story”. And, we would add, a story of fine cuisine!","['Air conditioning', 'Car park', 'Interesting wine list', 'Terrace']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0883 895968,http://www.casasgarra.it,Apulia,41.2740349,16.4172134
Cetaria,piazza della Repubblica 9,Baronissi,84081,Italy,€€€,"Contemporary,Campanian","This beautiful restaurant inland from Salerno is run by an enthusiastic couple, with Salvatore at the helm in the kitchen and Federica front of house. The dining room has an intimate ambience and just a few glass tables arranged under a high ceiling which evokes the palazzo’s historic character. Federica’s service is attentive and courteous (she won Michelin’s 2024 Service Award), offering recommendations from the excellent wine list which also features a good selection of wines by the glass – she also painted two of the works of art exhibited in the dining room. In the kitchen, Salvatore uses recipes and ingredients from the region to create mainly fish-based dishes which he reinterprets in a decidedly contemporary and imaginative style, using skilful techniques and extravagant and stunning presentation. The top-quality ingredients are sourced from a local kitchen garden, as well as from a small family farm in Federica’s native Calabria. On the “Amore per il mare” (Love for the Sea) tasting menu, we particularly enjoyed the fragrant, generous flavours of the different small bites served at the beginning and end of the meal, as well as the exquisite bluefin tuna, mushrooms and miso, and the risotto with yellow plum tomatoes, raw red prawns, fingerlime and aromatic herbs.","['Air conditioning', 'Interesting wine list', 'Restaurant offering vegetarian menus', 'Terrace']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 089 296 1312,https://www.cetariaristorante.it/,Campania,40.7463416,14.7702388
Felter alle Rose,via Gasparo Da Salò 33,Salò,25087,Italy,€€,SeasonalCuisine,"This historic trattoria has been brought back to life by a local family with years of experience in the hospitality industry and a real commitment to quality. Convenient private parking, an indoor dining room, a closed veranda and a few tables set out in the wine cellar for tastings and aperitifs are just some of the attractions here. The short menu features simple yet carefully made dishes prepared from seasonal ingredients.","['Air conditioning', 'Car park']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0365 43220,http://rosesalo.it,Lombardy,45.6071518,10.5285756
Hostaria di Bricai,via Fiume 1,Varallo,13019,Italy,€€,"Countrycooking,TraditionalCuisine","Situated in the gardens next to the Sacro Monte funicular, this beautiful and bucolic residence overlooks the village. In this relaxing setting, Giorgio serves traditional local cuisine: the rabbit leg in porchetta with mountain-style purée is one of the highlights.",['Terrace'],"['Mastercard', 'Visa']",+39 0163 77264,http://www.hostariabricai.it,Piedmont,45.8139621,8.2561968
Hosteria del Platano,via Statale 29,Varenna,23829,Italy,€€,"ClassicCuisine,Countrycooking","Situated on the main road overlooking the lake, this pleasant family-run restaurant serves excellent traditional cuisine with a focus on local fish. Atmospheric dining room with stone walls and vaulted ceilings, plus an attractive outdoor space, and friendly, attentive owners.","['Air conditioning', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 0341 815215,http://www.hosteriadelplatano.it,Lombardy,46.0098904,9.2841564
Il Frantoio,via del Castello 40,Colle di Val d'Elsa,53034,Italy,€€,"ItalianContemporary,ModernCuisine","The 19C millstone, press and cisterns can still be seen in the dining room at this restaurant, bearing witness to its past as an olive oil mill. Situated in spectacular Colle di Val d’Elsa, Il Frantoio boasts old stone and brick walls and vaulted ceilings, as well as tables set out in the piazza for summer dining. Although the setting suggests simple and rustic cuisine, the chef surprises guests with top-quality dishes which are technical and often highly creative, such as liver with sour cherries and pistachios, and smoked spaghetti with an anchovy sauce, capers and black garlic cream.",['Terrace'],"['Amex', 'Mastercard', 'Visa']",+39 0577 923652,http://www.ilfrantoiorestaurant.com,Tuscany,43.4213539,11.1173087
Il Grifone,via Ca' Masino 611/a - loc. Varignana,Castel San Pietro Terme,40024,Italy,€€€,"Contemporary,MediterraneanCuisine","This fine-dining restaurant housed in the 18C Palazzo Bentivoglio Bargellini is part of the luxurious Palazzo di Varignana resort (with which it shares the Il Grifone symbol), the latter also home to a farm producing olive oil, wine and fruit. In the evening, choose between two tasting menus and an à la carte offering a selection of meat and fish dishes on which the modern recipes feature a careful balance of colours and flavours.","['Air conditioning', 'Car park', 'Garden or park', 'Terrace']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 051 1993 8300,https://www.palazzodivarignana.com,Emilia-Romagna,44.3981124,11.589178
Il Molo,via Aganor Pompili 9,Passignano sul Trasimeno,6065,Italy,€€,"Countrycooking,Contemporary","Situated in the historic centre of Passignano, where the village seems to jut out into the Lake Trasimeno (some tables in the main dining room boast views of the lake – make sure you book in advance), Il Molo has become a popular choice for guests keen to try top-quality fish from the lake as well as excellent poultry dishes. We highly recommend the delicious stuffed quail served with mushrooms and liver and accompanied by an excellent glass of local biodynamic red wine. There’s also a good choice of sparkling wines and champagnes.","['Air conditioning', 'Terrace']","['Amex', 'Maestrocard', 'Mastercard', 'Visa']",+39 075 827151,https://www.ristoranteilmolo.com/,Umbria,43.1848457,12.1366286
Indigeno,Via di Villa Bianca 15,Montepulciano,53045,Italy,€€,"TraditionalCuisine,Tuscan","Boasting an unusually beautiful setting within the Salcheto Organic Winery amid the rolling hills around Montepulciano, this 13C farmhouse has been converted into a wine estate that also includes a restaurant. Simple, home-style cooking with a focus on local traditions takes pride of place here, with dishes made from ingredients either produced on the estate itself or sourced from small-scale local producers. Guests sit at large shared tables made from Amiata oak, or outdoors in summer, where they can enjoy home-made bread and numerous other specialities, including bread gnocchetti with creamed broad beans and bitter herbs, and roast goose leg.","['Air conditioning', 'Car park', 'Great view', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 0578 799031,http://www.indigeno.salcheto.it,Tuscany,43.0927863,11.7804473
Locanda della Luna,via delle Oche 7,San Giorgio del Sannio,82018,Italy,€€,"Campanian,ClassicCuisine","In a remote location in the Sannio, this authentic inn offers fine views from its well-kept dining room-cum-veranda and outdoor terrace. The owner-chef creates dishes with a regional flavour using produce from his own garden, without straying too far from local traditions.","['Air conditioning', 'Car park', 'Garden or park', 'Great view', 'Terrace']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 320 047 8609,https://www.locandadellaluna.net/,Campania,41.0637871,14.8503776
Nerina,"via De Gasperi 31, località Malgolo",Romeno,38010,Italy,€,"RegionalCuisine,SeasonalCuisine","Simplicity, hospitality and informality are the keywords to describe this restaurant in the verdant Val di Non, which has been run by the Di Nuzzo family for more than 50 years. Guests come to Nerina time and time again to enjoy excellent Trentino produce, such as thecasolètcheese, Valsugana maize andmortandelasalami, as well as its authentic house specialities, often made with ingredients from the restaurant’s own vegetable garden and occasionally with influences from elsewhere in Italy.","['Car park', 'Great view']","['Amex', 'Mastercard', 'Visa']",+39 0463 510111,https://www.albergonerina.it/pages/it/home.php,Trentino-South Tyrol,46.3952823,11.1208464
Osteria dello Strecciolo,via Indipendenza 2,Robbiate,23899,Italy,€€€,ItalianContemporary,"Situated in the centre of the village, this popular and professionally run restaurant has an informal atmosphere. The cuisine is inspired by Mediterranean recipes and more regional traditions, with great care taken in the choice of ingredients and beautifully presented dishes. A business lunch menu is also available.",[],"['Amex', 'Mastercard', 'Visa']",+39 039 928 1052,http://www.osteriadellostrecciolo.it,Lombardy,45.6881282,9.4391135
Riccio Restaurant,via Molo di Baia 47,Bacoli,80070,Italy,€€,Seafood,"Overlooking the port, this restaurant serves top-quality fish and seafood with interesting and personalised touches added by its young chef. We recommend starting with the excellent selection of cooked fish (although there’s also a choice of raw fish should you prefer it), following which you can choose from classic seafood dishes such as spaghetti with clams and fried fish, and a selection of original, top-quality dishes such as dry-aged, smoked and preserved fish and seafood.","['Air conditioning', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 081 868 8617,https://riccio.eatbu.com/?lang=it,Campania,40.7965649,14.0778473
Sensi,via Pietro Comite 4,Amalfi,84011,Italy,€€€€,"MediterraneanCuisine,Creative","All five senses will be satisfied by a visit to the gourmet restaurant of the Hotel Residence. Housed in a splendid 18C palazzo just a few metres from the famous cathedral, the restaurant boasts an interior design which combines modern and functional features with the building’s classic look, using a colour scheme which is typical of the Amalfi Coast. Although the cuisine focuses mainly on Mediterranean fish and seafood, the menu also features a few meat specialities.","['Air conditioning', 'Restaurant offering vegetarian menus', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 089 871183,https://sensiamalfi.it/,Campania,40.6341679,14.6037836
Al Baccanale,via XX Settembre 20,Piombino,57025,Italy,€€,Tuscan,"Situated in the heart of the historic centre just a stone’s throw from Piombino’s former Medici fortress, this quiet restaurant boasts a backdrop of exposed stonework and vaulted ceilings and just a few tables, so booking ahead is recommended. Here, the enthusiastic and talented owner-chef serves traditional cuisine reinterpreted with a modern and highly individual twist.","['Air conditioning', 'Terrace', 'Wheelchair access']","['Amex', 'Mastercard', 'Visa']",+39 0565 222039,,Tuscany,42.9219671,10.5268518
Da Luciano,via Nazionale 11,Passignano sul Trasimeno,6065,Italy,€€,"Italian,Seafood","Enjoy beautiful views of Lake Trasimeno from the outdoor terrace of this restaurant, where the menu focuses mainly on fish, alongside original ingredients such as beans and Umbrian truffles which are used in typical specialities such as tegamaccio (fish stew).","['Great view', 'Terrace']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 075 827210,https://ristorantedaluciano.com,Umbria,43.1848457,12.1366286
El Brite di Larieto,"Località Larieto, strada per Passo Tre Croci",Cortina d'Ampezzo,32043,Italy,€€€,"Alpine,TraditionalCuisine","If SanBrite boasts a collection of Michelin stars (a classic star for its cuisine and a green star for its sustainable approach), it’s also thanks to this agriturismo’s location in a small larch wood, where it is surrounded by the spectacular Dolomites. Opened 20 years ago and renovated over the years, this smart agriturismo is also home to a stable annexe, where its restaurant celebrates the flavours of Alpine culinary traditions in its meat and charcuterie, cheeses, creamy butter and ice cream, as well as herbs, berries and other local ingredients.","['Car park', 'Garden or park', 'Great view', 'Terrace']","['Mastercard', 'Visa']",+39 368 700 8083,https://www.elbritedelarieto.com/,Veneto,46.5366396,12.1384911
Estrò,piazza della Rinascita 23,Pescara,65122,Italy,€,"Contemporary,Countrycooking","Boasting a quiet, informal and youthful atmosphere, this restaurant overlooking the main square surprises guests with its simple ideas and impressive culinary technique. It’s immediately obvious from the menu that chef Alfonso Della Croce’s favourite ingredient is meat!","['Air conditioning', 'Terrace']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 085 62388,,Abruzzo,42.4641173,14.2143544
Il Frantoio,"via Fontebella, 25",Assisi,6081,Italy,€€€,ModernCuisine,"This restaurant has undergone a skilful refurbishment with a focus on colour, light and furnishings which combine harmoniously with the valley below, as well as with the dishes in which extra-virgin olive oil takes a starring role (not just as a condiment but as an ingredient in its own right). The view through the floor-to-ceiling windows, which extends along the valley as far as San Pietro abbey in Assisi, is as enticing as the cuisine.","['Air conditioning', 'Garden or park', 'Great view', 'Terrace']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 075 812883,https://www.ristoranteilfrantoioassisi.it,Umbria,43.0708575,12.614947
Impronte,via Cristoforo Baioni 38,Bergamo,24123,Italy,€€€€,"ModernCuisine,MediterraneanCuisine","To describe this restaurant as a corner of Sicily in Bergamo would be a cliché, as the menu offers so much more. However, there’s no hiding chef Cristian Fagone’s Sicilian origins, which are evident in his convincing reinterpretations of some of the island’s classic recipes, including its street food (such as the grilled “stigghiola” made from intestines) and main courses such as the superb lamb. The restaurant is housed in a converted bus depot, which has been transformed into a modern, vaguely post-industrial dining room. Excellent service, especially from young sommelier Francesco, completes the picture.","['Air conditioning', 'Car park', 'Terrace', 'Wheelchair access']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 035 017 5557,https://impronteristorante.com,Lombardy,45.6947848,9.667711
La Rucola 2.0,vicolo Strentelle 3,Sirmione,25019,Italy,€€€€,"Creative,Contemporary","Situated next to the Castello Scaligero in one of the most attractive alleyways of Sirmione, la Rucola 2.0 is striking for its contemporary ambience dominated by a profusion of wood. The cuisine has the same modern feel as the decor, maintaining its creative focus over the years. Saltwater fish and seafood continue to take pride of place on the menu, which also features meat and freshwater fish options. The formula here focuses on tasting menus, although it is possible to choose different combinations of dishes from the à la carte.","['Air conditioning', 'Interesting wine list', 'Restaurant offering vegetarian menus', 'Wheelchair access']","['Amex', 'Mastercard', 'Visa']",+39 030 916326,https://www.ristorantelarucola.it/,Lombardy,45.4632321,10.6090768
Ostaria Tyrol,piaz de Ramon 8,Moena,38035,Italy,€€,"Countrycooking,TraditionalCuisine","Regional dishes including home-made pastries and desserts, as well as meat and salumi from the family’s own farm, are to the fore in this typical restaurant with beautiful wooden furnishings created by a local artist. Part of the Post Hotel situated in the centre of the village (in the traffic-limited zone), the restaurant is open non-stop from 11am-10pm and doesn’t take bookings.","['Air conditioning', 'Terrace']","['Mastercard', 'Visa']",+39 0462 573760,http://www.posthotelmoena.it,Trentino-South Tyrol,46.3766192,11.6597354
Osteria del Viandante,piazza XXIV Maggio 15,Rubiera,42048,Italy,€€€,"Emilian,ModernCuisine","Situated on the first floor of the 13C military fort in the centre of Rubiera, this elegant restaurant boasts five dining rooms, each one more delightful than the last and all frescoed, with the exception of the old limonaia which is decorated with wallpaper depicting its former function. This stylish and romantic setting provides the backdrop for young and enthusiastic chef Jacopo Malpeli who, having been born and raised between Parma and Reggio, creates cuisine that reflects the grandeur and opulence of local culinary traditions. Among his many interesting dishes, a particular favourite is the savarin di riso, which pays tribute to the legendary Mirella and Peppino Cantarelli and their former two-Michelin-starred restaurant in Samboseto. The extraordinary wine list includes several French wines alongside Italian labels and champagnes.","['Interesting wine list', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 0522 260638,https://osteriadelviandante.com/,Emilia-Romagna,44.6534391,10.7832257
Palazzo Branciforte,via Bara all'Olivella 2,Palermo,90133,Italy,€€€,"Italian,ModernCuisine","A relaxing oasis in the city centre which offers friendly service from staff who obviously want to ensure that your experience here is memorable. The dishes served are carefully prepared and full of flavour, boasting the occasional modern touch yet also inspired by local traditions. Try the ""Capricciosa vista mare"": toasted black bread with capers and oregano served with red prawn, dried tomato, artichokes, basil and buffalo mozzarella mousse.","['Air conditioning', 'Terrace']","['Amex', 'Unionpay', 'Discover', 'Jcb', 'Maestrocard', 'Mastercard', 'Visa']",+39 091 321748,http://www.ristorantepalazzobranciforte.it,Sicily,38.1149587,13.3622199
Sostansa,viale Cossetti 3,Pordenone,33170,Italy,€€€,"ItalianContemporary,RegionalCuisine","The philosophy of this restaurant of the town centre, situated just outside the traffic-restricted zone, talks about “stories from the kitchen” and “urban” dishes: in other words, it chooses the best market ingredients with an emphasis on (but not exclusive use of) seasonal produce, from which generous, delicious and attractive dishes are created. At lunchtime, there’s a choice of à la carte dishes or a business lunch announced at your table; in the evening, two surprise tasting menus are also available.","['Air conditioning', 'Wheelchair access']","['Amex', 'Unionpay', 'Dinersclub', 'Discover', 'Jcb', 'Maestrocard', 'Mastercard', 'Visa']",+39 327 539 6971,http://www.sostansa.it,Friuli-Venezia Giulia,45.9541959,12.6600751
Da Lucio,viale Ortigara 80,Rimini,47921,Italy,€€€,"Seafood,Contemporary","The focus at this restaurant, named after the son of one of the partners, is on fish, fish and more fish! Lucio serves the best-quality fish, which is dry aged and then cooked (often over the charcoal grill) or served raw. The wine list pays particular attention to “natural” wines. The word ""Trattoria"" in the restaurant name is intended to convey a sense of the friendly, welcoming ambience and informal service here.","['Air conditioning', 'Car park', 'Great view', 'Terrace']","['Amex', 'Maestrocard', 'Mastercard', 'Visa']",+39 0541 161 2020,https://da-lucio.com,Emilia-Romagna,44.0608208,12.5652307
Alla Lanterna,SS Adriatica Sud 78,Fano,61032,Italy,€€,"Seafood,ClassicCuisine","Despite its not particularly romantic location alongside the road, this restaurant attracts a loyal following who come here for the excellent fish cuisine. Guestrooms are also available for those wishing to prolong their stay.","['Air conditioning', 'Car park', 'Terrace']","['Mastercard', 'Visa']",+39 0721 884748,https://www.allalanterna.com/,Marche,43.8433005,13.0196459
Alla Locanda,strada Roma 23,Canazei,38032,Italy,€€€,"ItalianContemporary,SeasonalCuisine","A colourful, contemporary-style restaurant within the Locanda degli Artisti Art Hotel, a new address that is striking for its large art collection displayed throughout its various rooms. The cuisine here focuses on seasonal ingredients which are used to create personalised and imaginative dishes showcased on tasting menus and an à la carte. Interesting wine list, with a special emphasis on labels from the Trentino-Alto Adige region.","['Restaurant offering vegetarian menus', 'Wheelchair access']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0462 888023,http://www.locandadegliartisti.art/ristorante-alla-locanda/,Trentino-South Tyrol,46.4769211,11.7713091
Corte Federiciana,corso Garibaldi 60,Apricena,71011,Italy,€€,Seafood,"The dining room at this restaurant housed in the Palazzo Baronale’s old outbuildings in the historic centre of Apricena boasts an attractive brick-vaulted ceiling. The cuisine, which focuses mainly on fish and seafood (raw, cooked, baked in the oven or served with pasta), effortlessly combines traditional and modern flavours. A delightful welcome and friendly service complete the picture.","['Air conditioning', 'Car park', 'Wheelchair access']","['Amex', 'Mastercard', 'Visa']",+39 327 705 0523,http://www.cortefedericiana.it,Apulia,41.7854937,15.4431214
Da Severino il Vecchio - Di Luciano,"largo Abruzzi 2, ang. via Piemonte 23",Senorbì,9040,Italy,€,MediterraneanCuisine,This historic restaurant now has new premises with a classic yet modern feel. Mediterranean cuisine with a traditional and regional influence.,"['Air conditioning', 'Car park']","['Mastercard', 'Visa']",+39 070 980 4197,,Sardinia,39.5330082,9.1321627
Harry's Piccolo,piazza Unità d'Italia 2,Trieste,34121,Italy,€€€€,"ItalianContemporary,MediterraneanCuisine","Thanks to its hushed ambience, Harry’s Piccolo is an ideal choice for a romantic dinner or a business meal, with fine cuisine prepared by chefs Matteo Metullio and Davide De Pra (Passion Dessert Award 2024). Despite their youth, these two chefs demonstrate plenty of ability and creativity, serving dishes that showcase local meat, fish and seafood, and seasonal vegetables, as well as hints of the Orient, in this elegant setting. Memorable dishes include the tagliatelle with mussel water, saffron, sea urchins and wild fennel, and desserts such as the sesame ice cream with pepper cream and a touch of dashi. The wine list focuses particularly on the region, while also featuring some top-quality labels from outside Italy including a good selection of sparkling wines such as the renowned Krug champagne. Added bonuses are the friendly service, and an outdoor space for an aperitif or after-dinner drink with views of one of Italy’s most beautiful squares.","['Air conditioning', 'Interesting wine list']","['Amex', 'Dinersclub', 'Maestrocard', 'Mastercard', 'Visa']",+39 040 660606,https://www.harrystrieste.it/it/,Friuli-Venezia Giulia,45.6494502,13.7684078
La Ciau del Tornavento,piazza Leopoldo Baracco 7,Treiso,12050,Italy,€€€,"ItalianContemporary,Countrycooking","Situated amid the Barbaresco hills just a few kilometres from Alba, this restaurant boasts views of the surrounding countryside, as well as an extraordinary wine cellar (which can be visited on request) and a quality of cuisine of the highest level. The menu offers an extensive choice of meat and fish dishes, from classic favourites to new creations, in a joint celebration of the past and present.","['Great view', 'Interesting wine list', 'Terrace', 'Wheelchair access']","['Amex', 'Mastercard', 'Visa']",+39 0173 638333,https://www.laciaudeltornavento.it/,Piedmont,44.6890702,8.0874202
La Veranda,piazza San Rocco 5,Moltrasio,22010,Italy,€€,Countrycooking,"Situated a few metres from the lake in the centre of the village, this welcoming and long-established family restaurant boasts a dining room that transforms into a veranda with outdoor dining in summer. The cuisine here is traditional, with generous portions of fish from the lake and sea.","['Air conditioning', 'Great view', 'Terrace']","['Amex', 'Dinersclub', 'Maestrocard', 'Mastercard', 'Visa']",+39 031 290444,https://www.hotel-posta.it/ristorante,Lombardy,45.8612715,9.0989138
Le Beccherie,piazza Giannino Ancilotto 9,Treviso,31100,Italy,€€€,"Countrycooking,ModernCuisine","Situated in the heart of Treviso, this restaurant – once a stronghold of traditional cuisine – is now a splendid designer-style bistro. The most atmospheric tables are those by the canal, while the dishes themselves combine regional influence with a touch of fantasy. In addition to the à la carte, guests can choose from two tasting menus: the more creative Ti P'Orto al Mareand the Essenziale, perfect for anyone tasting this style of cuisine for the first time. Traditionalists will be pleased to hear that the famous tiramisù is still on the menu!","['Air conditioning', 'Terrace', 'Wheelchair access']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0422 540871,https://www.lebeccherie.it/,Veneto,45.6675463,12.2454788
Old Friend,via Giuseppe Cesare Abba 51,Cagliari,9126,Italy,€€,"Farmtotable,SeasonalCuisine","Situated slightly away from the city’s main shopping district, this restaurant has a fresh and trendy feel with music playing in the background and friendly, efficient service in the dining room. Although the dishes change with the seasons, quality and flavour are constant throughout. Our inspector recommends the raw fish with  pico de gallo (a Mexican sauce) and bottarga or the conchiglioni pasta with mutton ragu, bechamel sauce and samphire.","['Air conditioning', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 070 464 7988,https://oldfriendcagliari.it/,Sardinia,39.2152268,9.1106174
Retrogusto,via Tenente Eula 7,Otranto,73028,Italy,€€,"Countrycooking,ModernCuisine","Although this restaurant is slightly set back from the seafront, the high quality cuisine focusing on the flavours of the Salento makes the short walk well worthwhile. A classic ambience with simple yet tasteful furniture, soft background music and an informal atmosphere.","['Air conditioning', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 320 777 6406,,Apulia,40.1460239,18.4908325
Soltojo,via Caiolo Alto 45,Caiolo,23010,Italy,€€,ModernCuisine,"Housed in an old wood- and stone-built mill, this restaurant boasts an elegant, romantic and stylish dining room with large windows offering views of a stream surrounded by greenery. Here, the talented chef creates personalised cuisine with a focus on modern fish and meat dishes that include the occasional hint of Asian influence.","['Air conditioning', 'Terrace']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 345 737 3948,http://www.soltojo.com,Lombardy,46.1511172,9.8174064
Walser Schtuba,località Riale,Ponte,28863,Italy,€€,"Countrycooking,ModernCuisine","This delightful Alpine - style restaurant stands in the picturesque upper section of the Val Formazza. The menu features local specialities reinterpreted with a light, modern twist. Outdoor dining in summer.","['Terrace', 'Wheelchair access']","['Maestrocard', 'Mastercard', 'Visa']",+39 339 366 3330,https://locandawalser.it,Piedmont,41.2155158,14.691631
Between,viale Partigiani d'Italia 98/c,Rivoli,10098,Italy,€€,Contemporary,"This top-quality restaurant occupies just one simple, minimalist-style dining room, where the young female chef serves a happy combination of Piedmontese ingredients and more creative dishes acquired during her time working abroad.","['Air conditioning', 'Wheelchair access']","['Amex', 'Maestrocard', 'Mastercard', 'Visa']",+39 011 945 1900,http://www.betweenristorante.it,Piedmont,45.0701331,7.533828
Bis Osteria Italiana Contemporanea,Via 20 Settembre 50,Colle di Val d'Elsa,53034,Italy,€€,"SeasonalCuisine,Tuscan","In the glorious premises of the old Arnolfo restaurant in the old town, this restaurant is run by the same management as previously, although with a new young chef at the helm in the kitchen. The delicious yet concise menu features “Italian specialities” (the name given to all the main courses) with a focus on meat and fish, accompanied by excellent bread options (you can even order “scarpetta” dipping bread for mopping up the remains of a Cinta Senese pork sauce). The house speciality is a delicious pigeon dish. In fine weather, guests can dine on the beautiful, tranquil terrace.","['Air conditioning', 'Terrace']","['Amex', 'Dinersclub', 'Discover', 'Maestrocard', 'Mastercard', 'Visa']",+39 338 770 6128,http://www.osteriabis.it,Tuscany,43.4213539,11.1173087
Bottega Aleotti,via Paltrinieri 62,Crevalcore,40014,Italy,€€,"ItalianContemporary,Emilian","Situated in a secluded street in the town centre, this restaurant run by a couple boasts an elegant dining room with an attractive dark parquet floor. The cuisine is a good example of how to add a light modern touch to local specialities as well as typical Italian dishes, while the menu also includes a few fish-based options. Don’t miss the home-made pasta!","['Air conditioning', 'Terrace', 'Wheelchair access']","['Amex', 'Mastercard', 'Visa']",+39 051 981651,http://www.ristorantebottegaaleotti.it,Emilia-Romagna,44.7226184,11.1470181
Dallo Zio,via Santa Chiara 16,Rimini,47921,Italy,€€,"Seafood,ClassicCuisine","A beautifully kept restaurant just a stone’s throw from the Arch of Augustus. Warm and welcoming, the restaurant’s vintage style echoes the 19C origins of the building as well as the 1970s, the decade when it first opened. Divided into two floors with small tables set close together, the menu features meat dishes and, more especially, “fresh fish from Rimini’s fishing boats” prepared in delicious, classic recipes that often have their roots in local traditions.",['Air conditioning'],"['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0541 786747,http://ristorantedallozio.it,Emilia-Romagna,44.0608208,12.5652307
Gambero Rosso,via Montezemolo 65,Marina di Gioiosa Ionica,89046,Italy,€€€,Seafood,"Gambero Rosso was founded in the 1970s, when Anna Maria and Giuseppe Sculli decided to pay tribute to the sea that they had previously left as emigrants. Since then, the restaurant has become a focus for the whole family. As a result, a new chapter is now being written with the arrival of a new generation: Riccardo at the helm in the kitchen and Francesco front of house. They source their fish from small-scale fishermen all along the Ionian coast, as far as Reggio Calabria, focusing not only on the quality of the fish but also on the way that it is caught. The raw fish options are renowned here, as are the first and second courses which combine fish and seafood with vegetables. From September 2024, the restaurant will also have a few charming guestrooms available.","['Air conditioning', 'Interesting wine list']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0964 415806,https://www.gamberorosso.net/,Calabria,38.3010435,16.3297455
Grow Restaurant,via San Valerio 4,Albiate,20847,Italy,€€€,"Farmtotable,Creative","Technique, creativity and a focus on and respect for the past are just some of the criteria that guide chef Matteo Vergine. His modern dishes aim to reflect the ancestral flavours of Brianza and Lombardy in bygone days when hunting, freshwater fishing, growing vegetables and gathering wild herbs were all part of everyday life. In the evening, choose between three tasting menus – in an effort to minimise food waste, guests are required to make their choice at the time of booking. We particularly enjoyed the quail served with its own broth and a brioche, and the gnocchi with stracchino cheese, caramel and venison bottarga. Lighter and less expensive options are available at lunchtime, as well as a convivial table for eight which can be shared with “strangers”. This love for the region extends to the whole of Italy when it comes to the wine list, which is concise yet personal and exclusively features natural Italian wines, all of which are served skilfully and with a wealth of information by sommelier Riccardo.","['Air conditioning', 'Restaurant offering vegetarian menus', 'Wheelchair access']","['Amex', 'Mastercard', 'Visa']",+39 0362 136 0111,http://www.growrestaurant.it,Lombardy,45.6566905,9.2612925
